category,rank,dimension,mean_delta,std_delta
tempo110,1,400,2.215414,1.769075
tempo110,2,238,2.200650,1.623831
tempo110,3,4,2.140191,1.692148
tempo110,4,963,2.135575,1.618268
tempo110,5,880,2.043085,1.648985
tempo110,6,290,2.037924,1.568139
tempo110,7,629,2.027649,1.677553
tempo110,8,355,2.025432,1.590219
tempo110,9,612,2.015031,1.483655
tempo110,10,698,2.014417,1.486475
tempo110,11,70,1.976125,1.470195
tempo110,12,365,1.966943,1.496824
tempo110,13,427,1.941969,1.458129
tempo110,14,906,1.940065,1.546149
tempo110,15,757,1.934107,1.589509
tempo110,16,1001,1.931987,1.497807
tempo110,17,563,1.920950,1.462206
tempo110,18,640,1.913985,1.389349
tempo110,19,834,1.873877,1.479553
tempo110,20,941,1.863898,1.490276
tempo110,21,551,1.851365,1.484340
tempo110,22,995,1.849620,1.453520
tempo110,23,965,1.827018,1.397248
tempo110,24,47,1.807612,1.404438
tempo110,25,1006,1.807003,1.454652
tempo110,26,611,1.795694,1.442930
tempo110,27,501,1.791534,1.386014
tempo110,28,193,1.785158,1.327248
tempo110,29,994,1.781436,1.377954
tempo110,30,66,1.780310,1.431463
