dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
115,-0.367351,1.395603,-0.336737,1.216671,0.108045,1.407499,-0.320609,1.215289,0.133753,1.449831,-0.283665,1.255064,0.002930,0.555242,-0.134003,1.187553,0.150809,1.665844,-0.119134,1.217094,0.167035,1.701521
116,-0.721404,1.566750,-0.609278,1.560802,0.097283,1.625141,-0.724658,1.622489,-0.029351,1.619337,-0.811562,1.575756,-0.067046,0.706690,-0.294711,1.301350,0.453740,1.952991,-0.375636,1.370542,0.368846,2.025221
117,0.189944,1.075678,0.119244,1.148544,-0.114002,1.237452,0.141294,1.146464,-0.094868,1.243596,0.130993,1.107525,-0.015770,0.563949,-0.019402,1.109398,-0.165786,1.467623,-0.048377,1.124378,-0.194920,1.522141
118,-0.206321,1.144962,-0.181565,1.101640,-0.026947,1.274110,-0.268302,1.116601,-0.117146,1.324856,-0.280031,1.153272,-0.024670,0.622155,0.310759,1.271933,0.571552,1.676272,0.120441,1.337410,0.379315,1.731396
119,-0.276626,1.142212,-0.183346,1.239811,0.078540,1.164292,-0.181702,1.216400,0.078932,1.130585,-0.276535,1.188729,0.014905,0.602615,-0.619836,1.250978,-0.326481,1.611184,-0.599586,1.261179,-0.308124,1.639439
120,-0.217624,1.458722,-0.143194,1.395896,-0.001770,1.370580,-0.208309,1.410563,-0.068285,1.429286,-0.316348,1.367140,-0.026797,0.637042,0.071637,1.370530,0.364165,1.782382,0.076097,1.343729,0.367312,1.806175
121,0.873209,1.406747,0.711705,1.304219,-0.099266,1.371803,0.684539,1.339862,-0.114662,1.421944,0.925009,1.347864,-0.016574,0.633401,0.866532,1.194590,-0.076585,1.786348,1.059118,1.214850,0.117273,1.822423
122,-0.569829,1.126846,-0.532222,1.121598,-0.001264,1.133931,-0.628233,1.149202,-0.100543,1.158995,-0.619119,1.145895,-0.011304,0.528101,-0.470341,1.099203,0.139706,1.499024,-0.518829,1.096657,0.091032,1.510994
123,0.462363,1.135626,0.551369,1.179779,0.047568,1.084955,0.587683,1.218606,0.077360,1.168240,0.433678,1.189604,0.015024,0.608650,-0.044864,1.194065,-0.461324,1.589202,-0.024021,1.195763,-0.441551,1.624319
124,-0.345617,1.089784,-0.552782,1.067822,-0.244019,1.220654,-0.494614,1.078445,-0.188581,1.250522,-0.388623,1.130760,-0.004841,0.575525,-0.143497,1.137150,0.240235,1.576471,-0.145399,1.197433,0.236863,1.624967
125,0.216632,1.336342,0.361574,1.229874,0.097868,1.314452,0.310869,1.240630,0.041584,1.359190,0.138385,1.360252,-0.030894,0.572528,0.178312,1.276220,0.013222,1.716829,0.197542,1.275396,0.030519,1.729743
126,-0.256057,1.850676,-0.453274,1.885228,-0.241994,1.950068,-0.580494,1.864241,-0.370031,1.907655,-0.407688,1.909320,-0.109703,0.677114,-0.455900,1.513922,-0.156574,2.301023,-0.582699,1.494510,-0.283172,2.324833
127,0.950020,1.377098,1.234987,1.434329,0.289817,1.582603,1.117153,1.439901,0.167177,1.607189,0.874804,1.444777,-0.076744,0.639585,0.401585,1.521926,-0.548620,1.963597,0.554327,1.516462,-0.396023,1.982866
128,0.364436,1.184754,0.099116,1.106722,-0.338531,1.306144,0.065046,1.139257,-0.367187,1.258982,0.252149,1.148228,-0.048089,0.562594,0.173171,1.152969,-0.126593,1.569067,0.259221,1.153723,-0.040224,1.580582
129,-0.289923,1.387108,-0.316472,1.257528,-0.003733,1.263902,-0.253700,1.222281,0.063527,1.347083,-0.206020,1.316711,0.058737,0.603917,0.394569,1.185231,0.658869,1.760972,0.492123,1.197744,0.756744,1.776402
130,-0.030803,1.638173,-0.146277,1.685611,-0.212030,1.569306,-0.083040,1.709524,-0.152101,1.516428,-0.080700,1.765278,0.043794,0.701545,0.302145,1.300548,0.430309,2.050972,0.347425,1.333970,0.472065,2.086495
131,0.062040,1.422074,-0.084939,1.464370,-0.150432,1.367193,-0.158175,1.512350,-0.223617,1.376811,-0.036506,1.499531,-0.095184,0.638498,-0.365350,1.261411,-0.424196,1.814300,-0.373330,1.227722,-0.432199,1.815931
132,-0.408676,1.271720,-0.489439,1.256128,-0.126279,1.306041,-0.319285,1.283887,0.050177,1.363765,-0.336641,1.278033,0.110572,0.609177,0.382858,1.307269,0.830300,1.703171,0.564030,1.324666,1.010230,1.756797
133,-0.012660,1.084102,0.026031,1.231351,0.076521,1.218633,0.057880,1.200060,0.107893,1.248352,0.050761,1.100195,0.027869,0.550058,-0.037433,1.162143,-0.061564,1.526603,0.078814,1.159753,0.056326,1.541039
134,-0.476555,1.269695,-0.280570,1.151258,0.244256,1.514890,-0.276357,1.137905,0.244220,1.484649,-0.438771,1.215520,-0.002962,0.594495,-0.399636,1.316158,0.036980,1.719561,-0.330408,1.273841,0.103192,1.701760
135,-0.304561,1.809527,-0.533704,1.731104,-0.298583,1.627944,-0.401016,1.761421,-0.165317,1.620733,-0.341390,1.794556,0.028724,0.661481,-0.021755,1.539999,0.347022,2.188802,-0.000141,1.504093,0.369622,2.208009
136,-0.424303,1.119335,-0.454800,0.982049,0.016664,1.150314,-0.451532,1.029421,0.024046,1.212301,-0.373038,1.090991,0.003594,0.534439,-0.680014,1.124699,-0.304405,1.488718,-0.678227,1.135934,-0.301998,1.525165
137,0.306297,1.602856,0.425539,1.499531,0.124223,1.569528,0.421680,1.459505,0.130968,1.586041,0.313410,1.590146,-0.005574,0.702542,0.607987,1.563626,0.286704,2.140774,0.599235,1.525077,0.279330,2.134363
138,0.164511,1.393380,0.176545,1.435396,-0.002781,1.485769,0.278208,1.460555,0.095982,1.498091,0.209201,1.444933,0.060560,0.659567,-0.645184,1.355326,-0.791493,1.830026,-0.651316,1.343412,-0.799399,1.822698
139,0.512041,1.417111,0.368732,1.460795,-0.078834,1.327278,0.439456,1.435821,-0.007391,1.382208,0.587552,1.359820,0.013713,0.616975,0.228449,1.348226,-0.343982,1.818750,0.471429,1.356273,-0.102192,1.853489
140,0.250854,2.003196,0.259011,1.929141,-0.005978,1.899688,0.327237,1.877176,0.058107,1.887457,0.238596,1.998276,0.003808,0.740782,0.714434,1.625035,0.484748,2.466484,0.692315,1.628167,0.458055,2.512263
141,-0.002772,1.631098,0.118997,1.663048,0.116504,1.634143,0.174696,1.665893,0.171576,1.653451,0.058205,1.685401,0.064810,0.727472,0.420913,1.543952,0.431613,2.117529,0.408165,1.525937,0.416834,2.132170
142,0.629498,1.756270,0.804579,1.881044,0.206075,1.694192,0.656559,1.813829,0.055294,1.736633,0.549219,1.724506,-0.106677,0.696896,-0.171175,1.431004,-0.827611,2.134508,-0.162022,1.439917,-0.818829,2.171779
143,-0.093300,1.221014,0.063205,1.205963,0.209512,1.306250,0.059955,1.241041,0.203699,1.393214,-0.025706,1.256919,0.019561,0.727705,-0.191329,1.494513,-0.145164,1.862741,-0.025750,1.493252,0.019441,1.888051
144,0.220099,1.178465,0.191742,1.083009,0.012384,1.246950,0.279831,1.127525,0.106787,1.280077,0.315869,1.157789,0.054373,0.608253,0.130466,1.191750,-0.133108,1.615062,0.207048,1.191308,-0.057824,1.613821
145,0.040535,2.522488,0.138751,2.254452,-0.094950,2.091020,0.024021,2.236881,-0.213014,2.143341,-0.203979,2.462516,-0.059989,0.816239,0.195029,1.865884,0.339736,2.702168,0.222705,1.845908,0.368048,2.749188
146,0.534891,1.162380,0.387786,1.113180,-0.228928,1.103198,0.380581,1.132362,-0.231059,1.139673,0.427028,1.124866,-0.032383,0.550002,-0.012167,1.048198,-0.475103,1.499348,-0.010795,1.106062,-0.473290,1.549456
147,-0.314802,1.011063,-0.369756,1.138521,-0.008976,1.170364,-0.471925,1.117232,-0.111826,1.159541,-0.325016,1.040377,-0.051571,0.608160,-0.272786,1.261852,-0.002736,1.569357,-0.280134,1.200790,-0.008669,1.566823
148,-0.972947,1.361021,-0.899526,1.335436,0.119312,1.299816,-0.940919,1.381629,0.074874,1.426748,-0.946054,1.415158,-0.013507,0.699231,-1.376587,1.441443,-0.444359,1.918461,-1.422411,1.391180,-0.490532,1.883637
149,-0.310140,1.410467,-0.366923,1.490083,-0.067508,1.638748,-0.332691,1.488632,-0.040706,1.633962,-0.275200,1.391593,0.052105,0.653324,-0.042702,1.430715,0.285720,1.883812,-0.037506,1.379733,0.288367,1.873966
150,0.202168,1.351601,0.294576,1.224905,0.156831,1.315216,0.348666,1.352583,0.215034,1.481462,0.327442,1.374507,0.062289,0.659444,0.252712,1.245067,-0.014743,1.708980,0.401222,1.239897,0.134232,1.720969
151,-0.148210,1.365705,0.011930,1.519015,0.151963,1.372016,0.001216,1.467171,0.145306,1.408279,-0.083985,1.359565,0.067169,0.591738,0.383912,1.194207,0.537704,1.717337,0.508809,1.221405,0.661842,1.759336
152,-0.319936,1.413954,-0.094622,1.596520,0.251548,1.386075,-0.151379,1.612515,0.192265,1.450835,-0.276718,1.503115,0.020487,0.726705,-0.122881,1.376788,0.172918,1.897102,-0.163231,1.358826,0.134161,1.909885
153,-0.349471,1.460029,-0.268912,1.392124,0.147442,1.560606,-0.307217,1.363958,0.101380,1.592927,-0.368415,1.447438,-0.076664,0.686302,-0.383645,1.321456,-0.089641,1.841713,-0.485192,1.349738,-0.192331,1.885597
154,0.091159,1.446271,-0.033221,1.441407,-0.130528,1.267846,-0.040809,1.407637,-0.136693,1.286083,0.068776,1.427985,-0.017477,0.573038,-0.352287,1.407664,-0.439601,1.898800,-0.180647,1.410398,-0.267197,1.905950
155,0.179672,1.041152,0.242707,1.109184,-0.007417,1.117932,0.269055,1.093093,0.018974,1.130672,0.140129,1.082020,0.025910,0.527650,0.305191,1.048664,0.194404,1.395318,0.440741,1.047449,0.327871,1.425498
156,-0.413387,1.333727,-0.410430,1.278218,0.043969,1.103595,-0.541112,1.235501,-0.087861,1.232555,-0.432558,1.309579,-0.056354,0.677044,0.061098,1.303053,0.437815,1.768297,-0.122622,1.272105,0.252557,1.773215
157,0.017040,1.122124,0.205928,1.040596,0.298022,1.206997,0.145820,1.034915,0.242350,1.180947,0.063557,1.101976,-0.060067,0.578127,-0.493534,1.070664,-0.618171,1.461376,-0.488382,1.084954,-0.612367,1.513735
158,0.568563,1.775370,0.568606,1.610547,0.023734,1.873713,0.564804,1.660660,0.014709,1.918216,0.622044,1.777587,0.037286,0.774057,0.975900,1.633330,0.390184,2.261436,0.837747,1.569287,0.250183,2.232036
159,-0.338002,1.415131,-0.321250,1.389808,0.033575,1.399422,-0.357918,1.398368,-0.000111,1.480890,-0.333256,1.392383,-0.015071,0.641024,-0.000699,1.268676,0.319613,1.795090,-0.060549,1.273437,0.259572,1.825480
160,0.893681,1.244335,0.799521,1.265673,-0.124187,1.393244,0.757296,1.231419,-0.169932,1.389103,0.849343,1.250659,-0.012873,0.554823,0.160520,1.124562,-0.702487,1.660837,0.057662,1.130152,-0.804629,1.664082
161,-0.544192,1.588901,-0.675938,1.496725,-0.221217,1.362322,-0.547384,1.537118,-0.099147,1.457570,-0.508959,1.605372,0.124519,0.686623,0.011153,1.349385,0.644466,1.944381,-0.072492,1.374194,0.562041,1.992484
162,0.211883,1.142720,0.202500,1.083247,0.018162,1.222733,0.160756,1.173751,-0.021127,1.276826,0.201759,1.209552,-0.037453,0.686226,0.073154,1.212154,-0.165524,1.587174,0.052880,1.227628,-0.187525,1.635709
163,0.322029,1.182351,0.419829,1.190568,0.068565,1.148705,0.331067,1.177812,-0.021375,1.168329,0.294146,1.194304,-0.000654,0.547476,-0.173673,1.246389,-0.466721,1.679670,-0.209316,1.248432,-0.502222,1.694103
164,-0.268443,1.205812,-0.134667,1.075483,0.272949,1.104650,-0.216632,1.145665,0.198423,1.103964,-0.182264,1.178375,-0.052447,0.510528,-0.574277,1.013241,-0.444523,1.484402,-0.637078,1.011527,-0.506035,1.510607
165,-0.078854,1.259330,0.009093,1.169230,0.150495,1.277443,0.049026,1.206097,0.189010,1.366120,-0.032051,1.233123,-0.011144,0.564855,0.495561,1.210129,0.518060,1.607700,0.460342,1.176994,0.481004,1.618766
166,-0.515308,1.465718,-0.604629,1.194434,0.029166,1.332422,-0.556286,1.235516,0.082089,1.441960,-0.399063,1.320734,0.001556,0.588858,-0.127121,1.251488,0.272881,1.673670,-0.132968,1.283528,0.265963,1.740192
167,0.492964,1.106434,0.365697,0.992774,-0.214369,1.260967,0.328690,1.062317,-0.249490,1.331122,0.401814,1.123831,-0.011123,0.582110,0.096481,1.192858,-0.316283,1.580710,0.094308,1.179575,-0.317394,1.582300
168,-0.119441,1.217945,-0.206006,1.288767,-0.172855,1.226161,-0.056589,1.303065,-0.033191,1.225892,-0.150512,1.265834,0.056222,0.647117,0.430046,1.168729,0.641671,1.652968,0.442177,1.156735,0.651997,1.655193
169,-0.530268,1.381926,-0.879872,1.281525,-0.385831,1.384251,-0.840593,1.272897,-0.349609,1.496304,-0.589479,1.381970,-0.021567,0.736204,-0.465081,1.402214,0.101724,1.863356,-0.485833,1.402580,0.080921,1.913552
170,-0.265799,1.041692,0.040239,1.000726,0.393089,1.161671,-0.146177,1.067965,0.207319,1.219213,-0.227415,1.103953,-0.045064,0.688424,-0.503658,1.181305,-0.320660,1.530426,-0.620425,1.185525,-0.437288,1.538285
171,1.218451,1.490806,1.252065,1.506671,0.026694,1.678723,1.188984,1.510782,-0.027536,1.656747,1.161241,1.463609,-0.058227,0.741488,0.231908,1.752282,-0.988652,2.189946,0.240538,1.700024,-0.978485,2.170819
172,0.246986,1.343276,0.368308,1.375647,0.132695,1.349198,0.439753,1.417470,0.207036,1.423287,0.313837,1.341899,0.055232,0.674153,-0.139500,1.407797,-0.400786,1.900051,0.026854,1.391774,-0.233792,1.888054
173,-0.335369,1.377752,-0.539439,1.237632,-0.269293,1.272928,-0.513891,1.288014,-0.242783,1.402072,-0.369809,1.360152,0.027651,0.628001,-0.081591,1.328365,0.313855,1.782012,-0.100217,1.351603,0.295657,1.806123
174,0.049508,1.581286,0.122090,1.614874,0.151898,1.542701,0.081520,1.642191,0.116271,1.530481,0.117376,1.633636,-0.011191,0.658802,0.574705,1.539521,0.446510,2.085088,0.661010,1.544801,0.532295,2.101223
175,-0.135563,1.320131,-0.241880,1.251933,-0.104922,1.486169,-0.077677,1.251728,0.051341,1.534683,-0.058883,1.303530,0.082411,0.613757,0.389906,1.267430,0.532206,1.723391,0.378002,1.268635,0.518472,1.767971
176,0.045659,1.335918,0.115929,1.116536,0.172647,1.432614,0.062017,1.201481,0.126095,1.519060,0.080948,1.295755,-0.067386,0.635319,0.119660,1.306901,-0.028389,1.780562,0.059741,1.296619,-0.089009,1.780944
177,0.261021,1.368022,0.130090,1.268593,-0.191610,1.298811,0.140268,1.275054,-0.174609,1.347174,0.200903,1.378610,-0.007416,0.586478,0.037206,1.156061,-0.173529,1.739373,0.052090,1.163584,-0.157441,1.756265
178,-0.120838,1.357065,-0.200277,1.354817,-0.072215,1.456318,-0.228797,1.334257,-0.097709,1.454072,-0.115585,1.350577,-0.003515,0.655088,-0.625240,1.329510,-0.513268,1.833319,-0.574563,1.334320,-0.463377,1.861887
179,0.663115,1.287064,0.560336,1.275708,-0.091522,1.419155,0.666500,1.315976,0.017524,1.515962,0.734445,1.305547,0.059030,0.628462,0.515324,1.272505,-0.160038,1.734588,0.542173,1.303003,-0.134327,1.785855
180,0.473405,1.351320,0.361363,1.278183,-0.195049,1.531525,0.405835,1.251278,-0.158065,1.458983,0.366199,1.336469,-0.020479,0.630597,-0.527413,1.304451,-0.916320,1.756954,-0.457488,1.309291,-0.846984,1.782092
181,-0.351481,1.380792,0.058606,1.476017,0.474469,1.464792,0.045612,1.439714,0.455443,1.462154,-0.238092,1.396590,0.056041,0.683624,0.198358,1.263916,0.495907,1.827402,0.146127,1.271920,0.442068,1.860197
182,0.182397,0.924328,0.192501,1.058176,0.015546,1.211429,0.145886,1.011657,-0.031497,1.241719,0.166236,0.974315,-0.022225,0.570036,0.142697,1.076870,-0.042761,1.385514,0.144323,1.104569,-0.042545,1.415721
183,-0.064847,1.254459,-0.141746,1.215225,-0.148343,1.126443,-0.162122,1.279990,-0.163982,1.211375,-0.106509,1.255623,0.021412,0.587384,0.016433,1.111213,0.145135,1.561532,0.088986,1.121768,0.217712,1.612448
184,0.776383,1.778508,0.722823,1.739110,-0.126066,1.811553,0.749854,1.756402,-0.101345,1.894211,0.695157,1.787148,-0.011010,0.816985,0.091145,1.596891,-0.615494,2.260820,0.072956,1.590022,-0.632720,2.274728
185,0.042505,1.533167,0.262538,1.339134,0.293192,1.390420,0.098410,1.299089,0.127397,1.465526,0.051805,1.496573,-0.058569,0.761073,-0.210123,1.318090,-0.319338,1.852009,-0.245935,1.279833,-0.356361,1.873917
186,-0.463132,1.098856,-0.446800,1.151628,0.069906,1.347558,-0.480367,1.150039,0.035745,1.373776,-0.464607,1.110632,-0.051820,0.582445,-0.393284,1.144099,0.020288,1.515253,-0.411733,1.165092,0.001203,1.552231
187,0.469598,1.453875,0.430038,1.499810,0.063397,1.578962,0.442575,1.549032,0.076457,1.567922,0.584115,1.449925,0.016544,0.646522,0.269216,1.277380,-0.296344,1.919209,0.290948,1.276115,-0.276636,1.924734
188,0.627434,1.397994,0.838350,1.463885,0.255470,1.659328,0.813678,1.422150,0.231370,1.647183,0.648272,1.400590,-0.021760,0.689535,0.327074,1.542936,-0.343379,2.006813,0.067343,1.506625,-0.602631,1.986697
189,0.276713,1.457022,0.468949,1.592392,0.169471,1.598316,0.448314,1.525295,0.146262,1.536231,0.277627,1.477545,0.021881,0.691675,-0.373480,1.513405,-0.624448,2.031126,-0.454942,1.505760,-0.707161,2.034820
190,0.273081,1.262529,0.572005,1.238077,0.438022,1.320515,0.417623,1.266728,0.280646,1.323566,0.319642,1.283406,-0.082861,0.643097,-0.120023,1.231073,-0.521480,1.738921,-0.098773,1.241315,-0.500874,1.743073
191,-0.092318,1.445309,0.182711,1.271281,0.345103,1.304269,0.165935,1.325090,0.330570,1.318559,0.001409,1.431534,0.025078,0.604943,-0.324196,1.269022,-0.299146,1.795960,-0.228075,1.270077,-0.203793,1.814755
192,0.106843,1.589878,0.055797,1.589516,-0.138504,1.811426,-0.100353,1.594886,-0.294605,1.876759,-0.043315,1.633427,-0.068090,0.686276,-0.093705,1.601814,-0.116509,2.112136,-0.040598,1.579955,-0.064671,2.163329
193,-0.520937,1.767356,-0.631183,1.639654,-0.045718,1.644244,-0.628970,1.620051,-0.036783,1.720770,-0.421186,1.726556,0.035891,0.833140,-0.215211,1.591721,0.234867,2.250547,-0.070645,1.571673,0.383104,2.264015
194,-0.322870,1.262586,-0.151225,1.395005,0.248852,1.648541,-0.159513,1.373105,0.237865,1.622211,-0.278570,1.263973,-0.025632,0.689581,-1.006330,1.298891,-0.753629,1.748434,-1.091310,1.322478,-0.839664,1.762738
195,-0.074866,1.608842,0.280570,1.634645,0.536002,1.679219,0.097312,1.693226,0.360820,1.706890,-0.021203,1.628194,-0.122875,0.773001,-0.113734,1.439525,-0.217744,2.020769,-0.085050,1.424593,-0.187877,2.020950
196,-0.047317,1.461487,-0.060989,1.319559,0.010681,1.414360,-0.061715,1.341975,0.014037,1.465731,-0.066542,1.449319,-0.048419,0.634769,-0.111669,1.229082,-0.090798,1.825340,0.038039,1.240115,0.060070,1.844802
197,-0.794124,1.631562,-0.785468,1.475806,-0.121831,1.456189,-0.852264,1.423248,-0.193474,1.518321,-0.975652,1.489583,-0.057043,0.752502,-0.648744,1.436198,0.277872,2.014921,-0.677399,1.408057,0.244845,2.050035
198,-0.457359,1.287871,-0.592143,1.363517,-0.081428,1.293175,-0.604031,1.286063,-0.097527,1.318030,-0.436244,1.303406,-0.025290,0.549446,-0.302219,1.186425,0.107334,1.671823,-0.316777,1.146824,0.093443,1.661098
199,-0.104152,1.204029,-0.223417,1.222358,-0.133234,1.258155,-0.266791,1.251013,-0.177545,1.316645,-0.124720,1.257281,-0.004813,0.542394,-0.018062,1.087795,0.098584,1.586074,-0.049800,1.089262,0.067803,1.576995
200,-0.211251,1.199827,-0.036931,1.234398,0.126373,1.158272,-0.118740,1.242019,0.040432,1.211034,-0.305946,1.263192,-0.047742,0.607133,0.123003,1.390743,0.383781,1.779685,0.027808,1.379737,0.288491,1.797441
201,0.001233,1.343190,-0.157661,1.419252,-0.261682,1.372022,-0.000612,1.489604,-0.103154,1.481414,0.015349,1.438436,0.109265,0.697712,0.222706,1.395687,0.319666,1.867799,0.337804,1.409546,0.432653,1.888733
202,0.133074,1.386666,0.259126,1.296111,0.215583,1.299087,0.224435,1.288226,0.182704,1.347134,0.224385,1.387990,0.006157,0.659580,-0.279513,1.348387,-0.500951,1.850835,-0.367694,1.342483,-0.587117,1.875019
203,0.255453,1.221428,0.251722,1.450346,0.037648,1.373901,0.363113,1.367176,0.154940,1.327741,0.362134,1.290938,0.064062,0.699092,0.468544,1.382956,0.167989,1.830169,0.518091,1.335971,0.218154,1.840153
204,-0.540988,1.302716,-0.759885,1.404818,-0.287364,1.362689,-0.821071,1.332379,-0.350087,1.328346,-0.662303,1.338027,-0.053414,0.607704,-0.437840,1.310954,0.167472,1.798623,-0.540089,1.290547,0.066380,1.816874
205,0.609577,1.846263,0.437426,1.722268,-0.315189,1.662841,0.568610,1.769219,-0.190290,1.705540,0.549121,1.814726,0.078683,0.635141,0.702574,1.657691,0.235666,2.221670,0.812550,1.633216,0.343718,2.259175
206,-0.387967,1.166212,-0.093273,1.034360,0.413971,1.262983,-0.042735,1.023580,0.464127,1.322327,-0.232065,1.086420,0.042677,0.550728,0.248823,1.115197,0.525992,1.528031,0.240642,1.121487,0.516195,1.548887
207,-0.234954,1.215097,-0.047686,1.176102,0.239654,1.218542,-0.077977,1.149920,0.205060,1.268172,-0.207325,1.170141,-0.018763,0.640614,-0.107343,1.302561,0.082604,1.664860,0.098550,1.297946,0.287584,1.713956
208,0.187293,1.244831,0.032387,1.133271,-0.191165,1.272735,0.084748,1.132838,-0.141164,1.313573,0.159497,1.200671,0.007861,0.641188,0.626430,1.171959,0.475382,1.629677,0.645633,1.170700,0.494840,1.632570
209,0.535730,1.078592,0.436430,1.050279,-0.197738,1.206225,0.434185,1.031000,-0.203109,1.215641,0.417750,1.018721,-0.023135,0.584225,0.329294,1.073632,-0.108957,1.434590,0.267892,1.078133,-0.171939,1.470289
210,0.798552,1.640046,1.112061,1.632613,0.341194,1.471451,1.117860,1.567785,0.343197,1.520623,0.815940,1.679113,-0.007562,0.732101,0.015000,1.473854,-0.804030,2.136543,-0.044114,1.532034,-0.865162,2.188137
211,0.047505,1.975271,0.330448,1.670159,0.402348,2.197685,0.344621,1.715645,0.416078,2.091115,0.142542,1.832122,-0.018470,0.700362,-0.165642,1.684255,-0.323597,2.301859,-0.117836,1.659092,-0.277776,2.338244
212,0.106870,1.274837,0.102606,1.226969,-0.025371,1.416659,-0.011938,1.286026,-0.136935,1.420550,-0.018162,1.246998,-0.106003,0.626601,-0.299198,1.351047,-0.388128,1.730363,-0.401705,1.350253,-0.491761,1.771805
213,0.279806,1.040024,0.282446,1.020325,-0.015201,1.072694,0.233363,1.017500,-0.067651,1.116789,0.267093,1.040367,0.006169,0.540822,0.373941,1.123120,0.113174,1.466926,0.428905,1.127123,0.169165,1.496934
214,-0.378826,1.206781,-0.470815,1.046683,-0.060058,1.211220,-0.422045,1.153221,-0.007661,1.311383,-0.354164,1.225851,-0.007937,0.608152,-0.384577,1.170820,-0.039066,1.579665,-0.343094,1.194830,0.002352,1.621879
