feature,importance_mean,importance_std,family
clews_topdim_994,0.00020654230399230755,0.00033025100045264936,CLEWS Raw Top-K Dims
clews_topdim_790,0.00020644553126334398,0.0006612133551589656,CLEWS Raw Top-K Dims
clews_topdim_687,0.00020490986308718817,6.139016698172321e-05,CLEWS Raw Top-K Dims
clews_topdim_80,0.00020482071577097028,0.0003336933616003214,CLEWS Raw Top-K Dims
clews_topdim_599,0.0002046578284108147,0.0007412428137462516,CLEWS Raw Top-K Dims
clews_topdim_396,0.0001998392147892769,0.00010960148360735563,CLEWS Raw Top-K Dims
clews_topdim_816,0.00019617577139534602,0.0009093614160948793,CLEWS Raw Top-K Dims
clews_topdim_335,0.00019473826469551536,0.0002870329790518161,CLEWS Raw Top-K Dims
clews_topdim_313,0.00018960523084077252,0.0003200994679907233,CLEWS Raw Top-K Dims
clews_topdim_629,0.00018782531574157435,0.0006022876125911615,CLEWS Raw Top-K Dims
clews_topdim_97,0.00018288146658571592,0.00046096374628005896,CLEWS Raw Top-K Dims
clews_topdim_212,0.0001760246002733057,0.0004219065342502076,CLEWS Raw Top-K Dims
